Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (ozf·in),Thrust (ozf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (ozf/W),Overall Efficiency (ozf/W),Vibration (g),App message
20.042375,1618,,,,-0.1875,0.423828125,-1.033203125,37.420059002384434,46.578734227624416,12.705714225769043,18.362165451049805,5979,0,233.30442678732834,165.46100692053778,70.92064612703038,0.28150882854226633,0.19964788010680937,1.025390625,
20.066754999995233,1619,,,,-0.6875,-0.2421875,-1,37.43493598229094,46.718927060576384,12.695501327514648,18.47229004,5991,0,234.5149827131536,165.84300801069008,70.71744674562672,0.2817057385835942,0.19921510566222767,1.0234375,
20.08957500000298,1619,,,,-0.4375,-0.140625,-1.044921875,37.41171115801162,46.78453134,12.691999435424805,18.86535645,5995,0,239.43909335299395,165.86103996676903,69.27065987601605,0.28207064993530595,0.19539220052675368,1.021484375,
20.113164999991657,1620,,,,-0.724609375,-0.15625,-0.96484375,37.86047738959396,46.96586065971377,12.70057201385498,19.123186111450195,5999,0,242.8754023428246,167.96175835850494,69.15552449,0.2796223445069429,0.1933742989478214,1.021484375,
20.138085000008346,1621,,,,-0.3125,-0.1640625,-0.90234375,38.06600061826374,47.19104085771953,12.690999984741211,18.82019043,6020,0,238.84703645599075,169.45290151815044,70.94620223574486,0.2784906037897781,0.19757850697224294,1.005859375,
20.16403000000119,1622,,,,0.037109375,-0.1875,-0.92578125,38.112235122940646,47.272855055297164,12.685500144958496,18.89770508,6021,0,239.7268405079376,169.6880993537992,70.78393850027847,0.2785867437688332,0.19719466937925922,0.9921875,
20.18669500000775,1623,,,,-0.36328125,-0.2109375,-0.95703125,38.139672099066985,47.33257177334216,12.693499565124512,18.72192383,6026,0,237.64673197059892,169.96762539319027,71.52112885533737,0.278479926,0.19917198684305082,0.984375,
20.209765000000598,1623,,,,-0.15625,-0.068359375,-0.9140625,38.116879441007626,47.56906832764837,12.686286926269531,19.045061111450195,6043,0,241.61110978819488,170.3313251950523,70.49813452054045,0.2792737523363678,0.1968827856026536,0.97265625,
20.233625,1624,,,,0.111328125,0.28125,-0.94921875,38.08219295929349,47.59525651705991,12.68742847442627,19.229909896850586,6048,0,243.97810638595365,170.30762894933162,69.80447199631868,0.2794663798133201,0.19508003083591466,0.96484375,
20.25662999999523,1625,,,,-0.25,0.201171875,-0.986328125,38.49588015099289,47.65294699563217,12.682001113891602,19.25415039,6050,0,244.18115670094267,172.22203587218053,70.53043658201152,0.2766948303351794,0.1951540718352581,0.9609375,
20.281295000001787,1626,,,,0.287109375,0.05859375,-1.0546875,38.62100656476535,47.87606272323177,12.706286430358887,19.664480209350586,6068,0,249.86251804413223,173.3108699638923,69.36249235000548,0.27624385437108645,0.19160962235550513,0.95703125,
20.30676999999583,1627,,,,0,0.04296875,-1.03515625,38.328786593535725,47.933562047136796,12.701001167297363,19.76745605,6067,0,251.06648242508527,171.94834327826098,68.48717583,0.278767222,0.19091979775292986,0.955078125,
20.33284999999404,1628,,,,-0.1484375,-0.060546875,-1.119140625,38.32187578007445,48.08759447799677,12.690999984741211,19.57946777,6073,0,248.48302521393634,172.0889822432827,69.25583029066846,0.27943447541583577,0.19352466606761087,0.943359375,
